any,Catalunya,nacionalitat,sexe,edat quinquennal,concepte,estat,valor
1991,Catalunya,espanyola,homes,de 0 a 4 anys,població,,143821
1991,Catalunya,espanyola,homes,de 5 a 9 anys,població,,172906
1991,Catalunya,espanyola,homes,de 10 a 14 anys,població,,235146
1991,Catalunya,espanyola,homes,de 15 a 19 anys,població,,262054
1991,Catalunya,espanyola,homes,de 20 a 24 anys,població,,246040
1991,Catalunya,espanyola,homes,de 25 a 29 anys,població,,232504
1991,Catalunya,espanyola,homes,de 30 a 34 anys,població,,217492
1991,Catalunya,espanyola,homes,de 35 a 39 anys,població,,200722
1991,Catalunya,espanyola,homes,de 40 a 44 anys,població,,199194
1991,Catalunya,espanyola,homes,de 45 a 49 anys,població,,181117
1991,Catalunya,espanyola,homes,de 50 a 54 anys,població,,157319
1991,Catalunya,espanyola,homes,de 55 a 59 anys,població,,171835
1991,Catalunya,espanyola,homes,de 60 a 64 anys,població,,157271
1991,Catalunya,espanyola,homes,de 65 a 69 anys,població,,134964
1991,Catalunya,espanyola,homes,de 70 a 74 anys,població,,88808
1991,Catalunya,espanyola,homes,de 75 a 79 anys,població,,65094
1991,Catalunya,espanyola,homes,de 80 a 84 anys,població,,39549
1991,Catalunya,espanyola,homes,85 anys o més,població,,22072
1991,Catalunya,espanyola,homes,total,població,,2927908
1991,Catalunya,espanyola,dones,de 0 a 4 anys,població,,133613
1991,Catalunya,espanyola,dones,de 5 a 9 anys,població,,161513
1991,Catalunya,espanyola,dones,de 10 a 14 anys,població,,218945
1991,Catalunya,espanyola,dones,de 15 a 19 anys,població,,245662
1991,Catalunya,espanyola,dones,de 20 a 24 anys,població,,235280
1991,Catalunya,espanyola,dones,de 25 a 29 anys,població,,228626
1991,Catalunya,espanyola,dones,de 30 a 34 anys,població,,220989
1991,Catalunya,espanyola,dones,de 35 a 39 anys,població,,205173
1991,Catalunya,espanyola,dones,de 40 a 44 anys,població,,203262
1991,Catalunya,espanyola,dones,de 45 a 49 anys,població,,182500
1991,Catalunya,espanyola,dones,de 50 a 54 anys,població,,159988
1991,Catalunya,espanyola,dones,de 55 a 59 anys,població,,183269
1991,Catalunya,espanyola,dones,de 60 a 64 anys,població,,175836
1991,Catalunya,espanyola,dones,de 65 a 69 anys,població,,159869
1991,Catalunya,espanyola,dones,de 70 a 74 anys,població,,124687
1991,Catalunya,espanyola,dones,de 75 a 79 anys,població,,102468
1991,Catalunya,espanyola,dones,de 80 a 84 anys,població,,72233
1991,Catalunya,espanyola,dones,85 anys o més,població,,51339
1991,Catalunya,espanyola,dones,total,població,,3065252
1991,Catalunya,espanyola,total,de 0 a 4 anys,població,,277434
1991,Catalunya,espanyola,total,de 5 a 9 anys,població,,334419
1991,Catalunya,espanyola,total,de 10 a 14 anys,població,,454091
1991,Catalunya,espanyola,total,de 15 a 19 anys,població,,507716
1991,Catalunya,espanyola,total,de 20 a 24 anys,població,,481320
1991,Catalunya,espanyola,total,de 25 a 29 anys,població,,461130
1991,Catalunya,espanyola,total,de 30 a 34 anys,població,,438481
1991,Catalunya,espanyola,total,de 35 a 39 anys,població,,405895
1991,Catalunya,espanyola,total,de 40 a 44 anys,població,,402456
1991,Catalunya,espanyola,total,de 45 a 49 anys,població,,363617
1991,Catalunya,espanyola,total,de 50 a 54 anys,població,,317307
1991,Catalunya,espanyola,total,de 55 a 59 anys,població,,355104
1991,Catalunya,espanyola,total,de 60 a 64 anys,població,,333107
1991,Catalunya,espanyola,total,de 65 a 69 anys,població,,294833
1991,Catalunya,espanyola,total,de 70 a 74 anys,població,,213495
1991,Catalunya,espanyola,total,de 75 a 79 anys,població,,167562
1991,Catalunya,espanyola,total,de 80 a 84 anys,població,,111782
1991,Catalunya,espanyola,total,85 anys o més,població,,73411
1991,Catalunya,espanyola,total,total,població,,5993160
1991,Catalunya,resta de la Unió Europea,homes,de 0 a 4 anys,població,,439
1991,Catalunya,resta de la Unió Europea,homes,de 5 a 9 anys,població,,498
1991,Catalunya,resta de la Unió Europea,homes,de 10 a 14 anys,població,,669
1991,Catalunya,resta de la Unió Europea,homes,de 15 a 19 anys,població,,820
1991,Catalunya,resta de la Unió Europea,homes,de 20 a 24 anys,població,,955
1991,Catalunya,resta de la Unió Europea,homes,de 25 a 29 anys,població,,1161
1991,Catalunya,resta de la Unió Europea,homes,de 30 a 34 anys,població,,1121
1991,Catalunya,resta de la Unió Europea,homes,de 35 a 39 anys,població,,1007
1991,Catalunya,resta de la Unió Europea,homes,de 40 a 44 anys,població,,897
1991,Catalunya,resta de la Unió Europea,homes,de 45 a 49 anys,població,,870
1991,Catalunya,resta de la Unió Europea,homes,de 50 a 54 anys,població,,748
1991,Catalunya,resta de la Unió Europea,homes,de 55 a 59 anys,població,,634
1991,Catalunya,resta de la Unió Europea,homes,de 60 a 64 anys,població,,609
1991,Catalunya,resta de la Unió Europea,homes,de 65 a 69 anys,població,,626
1991,Catalunya,resta de la Unió Europea,homes,de 70 a 74 anys,població,,376
1991,Catalunya,resta de la Unió Europea,homes,de 75 a 79 anys,població,,311
1991,Catalunya,resta de la Unió Europea,homes,de 80 a 84 anys,població,,209
1991,Catalunya,resta de la Unió Europea,homes,85 anys o més,població,,122
1991,Catalunya,resta de la Unió Europea,homes,total,població,,12072
1991,Catalunya,resta de la Unió Europea,dones,de 0 a 4 anys,població,,331
1991,Catalunya,resta de la Unió Europea,dones,de 5 a 9 anys,població,,449
1991,Catalunya,resta de la Unió Europea,dones,de 10 a 14 anys,població,,642
1991,Catalunya,resta de la Unió Europea,dones,de 15 a 19 anys,població,,761
1991,Catalunya,resta de la Unió Europea,dones,de 20 a 24 anys,població,,1009
1991,Catalunya,resta de la Unió Europea,dones,de 25 a 29 anys,població,,1455
1991,Catalunya,resta de la Unió Europea,dones,de 30 a 34 anys,població,,1333
1991,Catalunya,resta de la Unió Europea,dones,de 35 a 39 anys,població,,1191
1991,Catalunya,resta de la Unió Europea,dones,de 40 a 44 anys,població,,1039
1991,Catalunya,resta de la Unió Europea,dones,de 45 a 49 anys,població,,871
1991,Catalunya,resta de la Unió Europea,dones,de 50 a 54 anys,població,,640
1991,Catalunya,resta de la Unió Europea,dones,de 55 a 59 anys,població,,593
1991,Catalunya,resta de la Unió Europea,dones,de 60 a 64 anys,població,,668
1991,Catalunya,resta de la Unió Europea,dones,de 65 a 69 anys,població,,645
1991,Catalunya,resta de la Unió Europea,dones,de 70 a 74 anys,població,,482
1991,Catalunya,resta de la Unió Europea,dones,de 75 a 79 anys,població,,399
1991,Catalunya,resta de la Unió Europea,dones,de 80 a 84 anys,població,,230
1991,Catalunya,resta de la Unió Europea,dones,85 anys o més,població,,188
1991,Catalunya,resta de la Unió Europea,dones,total,població,,12926
1991,Catalunya,resta de la Unió Europea,total,de 0 a 4 anys,població,,770
1991,Catalunya,resta de la Unió Europea,total,de 5 a 9 anys,població,,947
1991,Catalunya,resta de la Unió Europea,total,de 10 a 14 anys,població,,1311
1991,Catalunya,resta de la Unió Europea,total,de 15 a 19 anys,població,,1581
1991,Catalunya,resta de la Unió Europea,total,de 20 a 24 anys,població,,1964
1991,Catalunya,resta de la Unió Europea,total,de 25 a 29 anys,població,,2616
1991,Catalunya,resta de la Unió Europea,total,de 30 a 34 anys,població,,2454
1991,Catalunya,resta de la Unió Europea,total,de 35 a 39 anys,població,,2198
1991,Catalunya,resta de la Unió Europea,total,de 40 a 44 anys,població,,1936
1991,Catalunya,resta de la Unió Europea,total,de 45 a 49 anys,població,,1741
1991,Catalunya,resta de la Unió Europea,total,de 50 a 54 anys,població,,1388
1991,Catalunya,resta de la Unió Europea,total,de 55 a 59 anys,població,,1227
1991,Catalunya,resta de la Unió Europea,total,de 60 a 64 anys,població,,1277
1991,Catalunya,resta de la Unió Europea,total,de 65 a 69 anys,població,,1271
1991,Catalunya,resta de la Unió Europea,total,de 70 a 74 anys,població,,858
1991,Catalunya,resta de la Unió Europea,total,de 75 a 79 anys,població,,710
1991,Catalunya,resta de la Unió Europea,total,de 80 a 84 anys,població,,439
1991,Catalunya,resta de la Unió Europea,total,85 anys o més,població,,310
1991,Catalunya,resta de la Unió Europea,total,total,població,,24998
1991,Catalunya,resta d'Europa,homes,de 0 a 4 anys,població,,61
1991,Catalunya,resta d'Europa,homes,de 5 a 9 anys,població,,71
1991,Catalunya,resta d'Europa,homes,de 10 a 14 anys,població,,87
1991,Catalunya,resta d'Europa,homes,de 15 a 19 anys,població,,79
1991,Catalunya,resta d'Europa,homes,de 20 a 24 anys,població,,70
1991,Catalunya,resta d'Europa,homes,de 25 a 29 anys,població,,102
1991,Catalunya,resta d'Europa,homes,de 30 a 34 anys,població,,89
1991,Catalunya,resta d'Europa,homes,de 35 a 39 anys,població,,68
1991,Catalunya,resta d'Europa,homes,de 40 a 44 anys,població,,77
1991,Catalunya,resta d'Europa,homes,de 45 a 49 anys,població,,75
1991,Catalunya,resta d'Europa,homes,de 50 a 54 anys,població,,60
1991,Catalunya,resta d'Europa,homes,de 55 a 59 anys,població,,59
1991,Catalunya,resta d'Europa,homes,de 60 a 64 anys,població,,67
1991,Catalunya,resta d'Europa,homes,de 65 a 69 anys,població,,69
1991,Catalunya,resta d'Europa,homes,de 70 a 74 anys,població,,49
1991,Catalunya,resta d'Europa,homes,de 75 a 79 anys,població,,38
1991,Catalunya,resta d'Europa,homes,de 80 a 84 anys,població,,18
1991,Catalunya,resta d'Europa,homes,85 anys o més,població,,16
1991,Catalunya,resta d'Europa,homes,total,població,,1155
1991,Catalunya,resta d'Europa,dones,de 0 a 4 anys,població,,38
1991,Catalunya,resta d'Europa,dones,de 5 a 9 anys,població,,52
1991,Catalunya,resta d'Europa,dones,de 10 a 14 anys,població,,67
1991,Catalunya,resta d'Europa,dones,de 15 a 19 anys,població,,71
1991,Catalunya,resta d'Europa,dones,de 20 a 24 anys,població,,67
1991,Catalunya,resta d'Europa,dones,de 25 a 29 anys,població,,118
1991,Catalunya,resta d'Europa,dones,de 30 a 34 anys,població,,111
1991,Catalunya,resta d'Europa,dones,de 35 a 39 anys,població,,89
1991,Catalunya,resta d'Europa,dones,de 40 a 44 anys,població,,93
1991,Catalunya,resta d'Europa,dones,de 45 a 49 anys,població,,94
1991,Catalunya,resta d'Europa,dones,de 50 a 54 anys,població,,68
1991,Catalunya,resta d'Europa,dones,de 55 a 59 anys,població,,69
1991,Catalunya,resta d'Europa,dones,de 60 a 64 anys,població,,86
1991,Catalunya,resta d'Europa,dones,de 65 a 69 anys,població,,63
1991,Catalunya,resta d'Europa,dones,de 70 a 74 anys,població,,49
1991,Catalunya,resta d'Europa,dones,de 75 a 79 anys,població,,53
1991,Catalunya,resta d'Europa,dones,de 80 a 84 anys,població,,28
1991,Catalunya,resta d'Europa,dones,85 anys o més,població,,21
1991,Catalunya,resta d'Europa,dones,total,població,,1237
1991,Catalunya,resta d'Europa,total,de 0 a 4 anys,població,,99
1991,Catalunya,resta d'Europa,total,de 5 a 9 anys,població,,123
1991,Catalunya,resta d'Europa,total,de 10 a 14 anys,població,,154
1991,Catalunya,resta d'Europa,total,de 15 a 19 anys,població,,150
1991,Catalunya,resta d'Europa,total,de 20 a 24 anys,població,,137
1991,Catalunya,resta d'Europa,total,de 25 a 29 anys,població,,220
1991,Catalunya,resta d'Europa,total,de 30 a 34 anys,població,,200
1991,Catalunya,resta d'Europa,total,de 35 a 39 anys,població,,157
1991,Catalunya,resta d'Europa,total,de 40 a 44 anys,població,,170
1991,Catalunya,resta d'Europa,total,de 45 a 49 anys,població,,169
1991,Catalunya,resta d'Europa,total,de 50 a 54 anys,població,,128
1991,Catalunya,resta d'Europa,total,de 55 a 59 anys,població,,128
1991,Catalunya,resta d'Europa,total,de 60 a 64 anys,població,,153
1991,Catalunya,resta d'Europa,total,de 65 a 69 anys,població,,132
1991,Catalunya,resta d'Europa,total,de 70 a 74 anys,població,,98
1991,Catalunya,resta d'Europa,total,de 75 a 79 anys,població,,91
1991,Catalunya,resta d'Europa,total,de 80 a 84 anys,població,,46
1991,Catalunya,resta d'Europa,total,85 anys o més,població,,37
1991,Catalunya,resta d'Europa,total,total,població,,2392
1991,Catalunya,Àfrica,homes,de 0 a 4 anys,població,,469
1991,Catalunya,Àfrica,homes,de 5 a 9 anys,població,,538
1991,Catalunya,Àfrica,homes,de 10 a 14 anys,població,,580
1991,Catalunya,Àfrica,homes,de 15 a 19 anys,població,,662
1991,Catalunya,Àfrica,homes,de 20 a 24 anys,població,,1478
1991,Catalunya,Àfrica,homes,de 25 a 29 anys,població,,1849
1991,Catalunya,Àfrica,homes,de 30 a 34 anys,població,,1768
1991,Catalunya,Àfrica,homes,de 35 a 39 anys,població,,1415
1991,Catalunya,Àfrica,homes,de 40 a 44 anys,població,,871
1991,Catalunya,Àfrica,homes,de 45 a 49 anys,població,,515
1991,Catalunya,Àfrica,homes,de 50 a 54 anys,població,,329
1991,Catalunya,Àfrica,homes,de 55 a 59 anys,població,,212
1991,Catalunya,Àfrica,homes,de 60 a 64 anys,població,,119
1991,Catalunya,Àfrica,homes,de 65 a 69 anys,població,,67
1991,Catalunya,Àfrica,homes,de 70 a 74 anys,població,,49
1991,Catalunya,Àfrica,homes,de 75 a 79 anys,població,,48
1991,Catalunya,Àfrica,homes,de 80 a 84 anys,població,,26
1991,Catalunya,Àfrica,homes,85 anys o més,població,,10
1991,Catalunya,Àfrica,homes,total,població,,11005
1991,Catalunya,Àfrica,dones,de 0 a 4 anys,població,,375
1991,Catalunya,Àfrica,dones,de 5 a 9 anys,població,,478
1991,Catalunya,Àfrica,dones,de 10 a 14 anys,població,,532
1991,Catalunya,Àfrica,dones,de 15 a 19 anys,població,,571
1991,Catalunya,Àfrica,dones,de 20 a 24 anys,població,,672
1991,Catalunya,Àfrica,dones,de 25 a 29 anys,població,,675
1991,Catalunya,Àfrica,dones,de 30 a 34 anys,població,,641
1991,Catalunya,Àfrica,dones,de 35 a 39 anys,població,,428
1991,Catalunya,Àfrica,dones,de 40 a 44 anys,població,,281
1991,Catalunya,Àfrica,dones,de 45 a 49 anys,població,,206
1991,Catalunya,Àfrica,dones,de 50 a 54 anys,població,,162
1991,Catalunya,Àfrica,dones,de 55 a 59 anys,població,,104
1991,Catalunya,Àfrica,dones,de 60 a 64 anys,població,,104
1991,Catalunya,Àfrica,dones,de 65 a 69 anys,població,,69
1991,Catalunya,Àfrica,dones,de 70 a 74 anys,població,,55
1991,Catalunya,Àfrica,dones,de 75 a 79 anys,població,,54
1991,Catalunya,Àfrica,dones,de 80 a 84 anys,població,,25
1991,Catalunya,Àfrica,dones,85 anys o més,població,,13
1991,Catalunya,Àfrica,dones,total,població,,5445
1991,Catalunya,Àfrica,total,de 0 a 4 anys,població,,844
1991,Catalunya,Àfrica,total,de 5 a 9 anys,població,,1016
1991,Catalunya,Àfrica,total,de 10 a 14 anys,població,,1112
1991,Catalunya,Àfrica,total,de 15 a 19 anys,població,,1233
1991,Catalunya,Àfrica,total,de 20 a 24 anys,població,,2150
1991,Catalunya,Àfrica,total,de 25 a 29 anys,població,,2524
1991,Catalunya,Àfrica,total,de 30 a 34 anys,població,,2409
1991,Catalunya,Àfrica,total,de 35 a 39 anys,població,,1843
1991,Catalunya,Àfrica,total,de 40 a 44 anys,població,,1152
1991,Catalunya,Àfrica,total,de 45 a 49 anys,població,,721
1991,Catalunya,Àfrica,total,de 50 a 54 anys,població,,491
1991,Catalunya,Àfrica,total,de 55 a 59 anys,població,,316
1991,Catalunya,Àfrica,total,de 60 a 64 anys,població,,223
1991,Catalunya,Àfrica,total,de 65 a 69 anys,població,,136
1991,Catalunya,Àfrica,total,de 70 a 74 anys,població,,104
1991,Catalunya,Àfrica,total,de 75 a 79 anys,població,,102
1991,Catalunya,Àfrica,total,de 80 a 84 anys,població,,51
1991,Catalunya,Àfrica,total,85 anys o més,població,,23
1991,Catalunya,Àfrica,total,total,població,,16450
1991,Catalunya,Amèrica del Nord i Central,homes,de 0 a 4 anys,població,,96
1991,Catalunya,Amèrica del Nord i Central,homes,de 5 a 9 anys,població,,120
1991,Catalunya,Amèrica del Nord i Central,homes,de 10 a 14 anys,població,,147
1991,Catalunya,Amèrica del Nord i Central,homes,de 15 a 19 anys,població,,126
1991,Catalunya,Amèrica del Nord i Central,homes,de 20 a 24 anys,població,,128
1991,Catalunya,Amèrica del Nord i Central,homes,de 25 a 29 anys,població,,176
1991,Catalunya,Amèrica del Nord i Central,homes,de 30 a 34 anys,població,,199
1991,Catalunya,Amèrica del Nord i Central,homes,de 35 a 39 anys,població,,157
1991,Catalunya,Amèrica del Nord i Central,homes,de 40 a 44 anys,població,,137
1991,Catalunya,Amèrica del Nord i Central,homes,de 45 a 49 anys,població,,90
1991,Catalunya,Amèrica del Nord i Central,homes,de 50 a 54 anys,població,,60
1991,Catalunya,Amèrica del Nord i Central,homes,de 55 a 59 anys,població,,53
1991,Catalunya,Amèrica del Nord i Central,homes,de 60 a 64 anys,població,,62
1991,Catalunya,Amèrica del Nord i Central,homes,de 65 a 69 anys,població,,60
1991,Catalunya,Amèrica del Nord i Central,homes,de 70 a 74 anys,població,,41
1991,Catalunya,Amèrica del Nord i Central,homes,de 75 a 79 anys,població,,50
1991,Catalunya,Amèrica del Nord i Central,homes,de 80 a 84 anys,població,,20
1991,Catalunya,Amèrica del Nord i Central,homes,85 anys o més,població,,19
1991,Catalunya,Amèrica del Nord i Central,homes,total,població,,1741
1991,Catalunya,Amèrica del Nord i Central,dones,de 0 a 4 anys,població,,74
1991,Catalunya,Amèrica del Nord i Central,dones,de 5 a 9 anys,població,,119
1991,Catalunya,Amèrica del Nord i Central,dones,de 10 a 14 anys,població,,160
1991,Catalunya,Amèrica del Nord i Central,dones,de 15 a 19 anys,població,,160
1991,Catalunya,Amèrica del Nord i Central,dones,de 20 a 24 anys,població,,218
1991,Catalunya,Amèrica del Nord i Central,dones,de 25 a 29 anys,població,,315
1991,Catalunya,Amèrica del Nord i Central,dones,de 30 a 34 anys,població,,361
1991,Catalunya,Amèrica del Nord i Central,dones,de 35 a 39 anys,població,,298
1991,Catalunya,Amèrica del Nord i Central,dones,de 40 a 44 anys,població,,216
1991,Catalunya,Amèrica del Nord i Central,dones,de 45 a 49 anys,població,,130
1991,Catalunya,Amèrica del Nord i Central,dones,de 50 a 54 anys,població,,70
1991,Catalunya,Amèrica del Nord i Central,dones,de 55 a 59 anys,població,,67
1991,Catalunya,Amèrica del Nord i Central,dones,de 60 a 64 anys,població,,62
1991,Catalunya,Amèrica del Nord i Central,dones,de 65 a 69 anys,població,,75
1991,Catalunya,Amèrica del Nord i Central,dones,de 70 a 74 anys,població,,56
1991,Catalunya,Amèrica del Nord i Central,dones,de 75 a 79 anys,població,,48
1991,Catalunya,Amèrica del Nord i Central,dones,de 80 a 84 anys,població,,35
1991,Catalunya,Amèrica del Nord i Central,dones,85 anys o més,població,,29
1991,Catalunya,Amèrica del Nord i Central,dones,total,població,,2493
1991,Catalunya,Amèrica del Nord i Central,total,de 0 a 4 anys,població,,170
1991,Catalunya,Amèrica del Nord i Central,total,de 5 a 9 anys,població,,239
1991,Catalunya,Amèrica del Nord i Central,total,de 10 a 14 anys,població,,307
1991,Catalunya,Amèrica del Nord i Central,total,de 15 a 19 anys,població,,286
1991,Catalunya,Amèrica del Nord i Central,total,de 20 a 24 anys,població,,346
1991,Catalunya,Amèrica del Nord i Central,total,de 25 a 29 anys,població,,491
1991,Catalunya,Amèrica del Nord i Central,total,de 30 a 34 anys,població,,560
1991,Catalunya,Amèrica del Nord i Central,total,de 35 a 39 anys,població,,455
1991,Catalunya,Amèrica del Nord i Central,total,de 40 a 44 anys,població,,353
1991,Catalunya,Amèrica del Nord i Central,total,de 45 a 49 anys,població,,220
1991,Catalunya,Amèrica del Nord i Central,total,de 50 a 54 anys,població,,130
1991,Catalunya,Amèrica del Nord i Central,total,de 55 a 59 anys,població,,120
1991,Catalunya,Amèrica del Nord i Central,total,de 60 a 64 anys,població,,124
1991,Catalunya,Amèrica del Nord i Central,total,de 65 a 69 anys,població,,135
1991,Catalunya,Amèrica del Nord i Central,total,de 70 a 74 anys,població,,97
1991,Catalunya,Amèrica del Nord i Central,total,de 75 a 79 anys,població,,98
1991,Catalunya,Amèrica del Nord i Central,total,de 80 a 84 anys,població,,55
1991,Catalunya,Amèrica del Nord i Central,total,85 anys o més,població,,48
1991,Catalunya,Amèrica del Nord i Central,total,total,població,,4234
1991,Catalunya,Amèrica del Sud,homes,de 0 a 4 anys,població,,246
1991,Catalunya,Amèrica del Sud,homes,de 5 a 9 anys,població,,404
1991,Catalunya,Amèrica del Sud,homes,de 10 a 14 anys,població,,512
1991,Catalunya,Amèrica del Sud,homes,de 15 a 19 anys,població,,462
1991,Catalunya,Amèrica del Sud,homes,de 20 a 24 anys,població,,466
1991,Catalunya,Amèrica del Sud,homes,de 25 a 29 anys,població,,771
1991,Catalunya,Amèrica del Sud,homes,de 30 a 34 anys,població,,864
1991,Catalunya,Amèrica del Sud,homes,de 35 a 39 anys,població,,741
1991,Catalunya,Amèrica del Sud,homes,de 40 a 44 anys,població,,488
1991,Catalunya,Amèrica del Sud,homes,de 45 a 49 anys,població,,340
1991,Catalunya,Amèrica del Sud,homes,de 50 a 54 anys,població,,164
1991,Catalunya,Amèrica del Sud,homes,de 55 a 59 anys,població,,151
1991,Catalunya,Amèrica del Sud,homes,de 60 a 64 anys,població,,125
1991,Catalunya,Amèrica del Sud,homes,de 65 a 69 anys,població,,140
1991,Catalunya,Amèrica del Sud,homes,de 70 a 74 anys,població,,93
1991,Catalunya,Amèrica del Sud,homes,de 75 a 79 anys,població,,111
1991,Catalunya,Amèrica del Sud,homes,de 80 a 84 anys,població,,57
1991,Catalunya,Amèrica del Sud,homes,85 anys o més,població,,35
1991,Catalunya,Amèrica del Sud,homes,total,població,,6170
1991,Catalunya,Amèrica del Sud,dones,de 0 a 4 anys,població,,217
1991,Catalunya,Amèrica del Sud,dones,de 5 a 9 anys,població,,324
1991,Catalunya,Amèrica del Sud,dones,de 10 a 14 anys,població,,504
1991,Catalunya,Amèrica del Sud,dones,de 15 a 19 anys,població,,362
1991,Catalunya,Amèrica del Sud,dones,de 20 a 24 anys,població,,452
1991,Catalunya,Amèrica del Sud,dones,de 25 a 29 anys,població,,790
1991,Catalunya,Amèrica del Sud,dones,de 30 a 34 anys,població,,860
1991,Catalunya,Amèrica del Sud,dones,de 35 a 39 anys,població,,695
1991,Catalunya,Amèrica del Sud,dones,de 40 a 44 anys,població,,543
1991,Catalunya,Amèrica del Sud,dones,de 45 a 49 anys,població,,326
1991,Catalunya,Amèrica del Sud,dones,de 50 a 54 anys,població,,223
1991,Catalunya,Amèrica del Sud,dones,de 55 a 59 anys,població,,205
1991,Catalunya,Amèrica del Sud,dones,de 60 a 64 anys,població,,225
1991,Catalunya,Amèrica del Sud,dones,de 65 a 69 anys,població,,199
1991,Catalunya,Amèrica del Sud,dones,de 70 a 74 anys,població,,205
1991,Catalunya,Amèrica del Sud,dones,de 75 a 79 anys,població,,159
1991,Catalunya,Amèrica del Sud,dones,de 80 a 84 anys,població,,77
1991,Catalunya,Amèrica del Sud,dones,85 anys o més,població,,46
1991,Catalunya,Amèrica del Sud,dones,total,població,,6412
1991,Catalunya,Amèrica del Sud,total,de 0 a 4 anys,població,,463
1991,Catalunya,Amèrica del Sud,total,de 5 a 9 anys,població,,728
1991,Catalunya,Amèrica del Sud,total,de 10 a 14 anys,població,,1016
1991,Catalunya,Amèrica del Sud,total,de 15 a 19 anys,població,,824
1991,Catalunya,Amèrica del Sud,total,de 20 a 24 anys,població,,918
1991,Catalunya,Amèrica del Sud,total,de 25 a 29 anys,població,,1561
1991,Catalunya,Amèrica del Sud,total,de 30 a 34 anys,població,,1724
1991,Catalunya,Amèrica del Sud,total,de 35 a 39 anys,població,,1436
1991,Catalunya,Amèrica del Sud,total,de 40 a 44 anys,població,,1031
1991,Catalunya,Amèrica del Sud,total,de 45 a 49 anys,població,,666
1991,Catalunya,Amèrica del Sud,total,de 50 a 54 anys,població,,387
1991,Catalunya,Amèrica del Sud,total,de 55 a 59 anys,població,,356
1991,Catalunya,Amèrica del Sud,total,de 60 a 64 anys,població,,350
1991,Catalunya,Amèrica del Sud,total,de 65 a 69 anys,població,,339
1991,Catalunya,Amèrica del Sud,total,de 70 a 74 anys,població,,298
1991,Catalunya,Amèrica del Sud,total,de 75 a 79 anys,població,,270
1991,Catalunya,Amèrica del Sud,total,de 80 a 84 anys,població,,134
1991,Catalunya,Amèrica del Sud,total,85 anys o més,població,,81
1991,Catalunya,Amèrica del Sud,total,total,població,,12582
1991,Catalunya,Àsia i Oceania,homes,de 0 a 4 anys,població,,158
1991,Catalunya,Àsia i Oceania,homes,de 5 a 9 anys,població,,192
1991,Catalunya,Àsia i Oceania,homes,de 10 a 14 anys,població,,182
1991,Catalunya,Àsia i Oceania,homes,de 15 a 19 anys,població,,172
1991,Catalunya,Àsia i Oceania,homes,de 20 a 24 anys,població,,202
1991,Catalunya,Àsia i Oceania,homes,de 25 a 29 anys,població,,294
1991,Catalunya,Àsia i Oceania,homes,de 30 a 34 anys,població,,472
1991,Catalunya,Àsia i Oceania,homes,de 35 a 39 anys,població,,419
1991,Catalunya,Àsia i Oceania,homes,de 40 a 44 anys,població,,346
1991,Catalunya,Àsia i Oceania,homes,de 45 a 49 anys,població,,162
1991,Catalunya,Àsia i Oceania,homes,de 50 a 54 anys,població,,86
1991,Catalunya,Àsia i Oceania,homes,de 55 a 59 anys,població,,51
1991,Catalunya,Àsia i Oceania,homes,de 60 a 64 anys,població,,41
1991,Catalunya,Àsia i Oceania,homes,de 65 a 69 anys,població,,39
1991,Catalunya,Àsia i Oceania,homes,de 70 a 74 anys,població,,28
1991,Catalunya,Àsia i Oceania,homes,de 75 a 79 anys,població,,24
1991,Catalunya,Àsia i Oceania,homes,de 80 a 84 anys,població,,18
1991,Catalunya,Àsia i Oceania,homes,85 anys o més,població,,5
1991,Catalunya,Àsia i Oceania,homes,total,població,,2891
1991,Catalunya,Àsia i Oceania,dones,de 0 a 4 anys,població,,145
1991,Catalunya,Àsia i Oceania,dones,de 5 a 9 anys,població,,165
1991,Catalunya,Àsia i Oceania,dones,de 10 a 14 anys,població,,193
1991,Catalunya,Àsia i Oceania,dones,de 15 a 19 anys,població,,129
1991,Catalunya,Àsia i Oceania,dones,de 20 a 24 anys,població,,178
1991,Catalunya,Àsia i Oceania,dones,de 25 a 29 anys,població,,305
1991,Catalunya,Àsia i Oceania,dones,de 30 a 34 anys,població,,477
1991,Catalunya,Àsia i Oceania,dones,de 35 a 39 anys,població,,399
1991,Catalunya,Àsia i Oceania,dones,de 40 a 44 anys,població,,282
1991,Catalunya,Àsia i Oceania,dones,de 45 a 49 anys,població,,164
1991,Catalunya,Àsia i Oceania,dones,de 50 a 54 anys,població,,87
1991,Catalunya,Àsia i Oceania,dones,de 55 a 59 anys,població,,58
1991,Catalunya,Àsia i Oceania,dones,de 60 a 64 anys,població,,54
1991,Catalunya,Àsia i Oceania,dones,de 65 a 69 anys,població,,53
1991,Catalunya,Àsia i Oceania,dones,de 70 a 74 anys,població,,35
1991,Catalunya,Àsia i Oceania,dones,de 75 a 79 anys,població,,30
1991,Catalunya,Àsia i Oceania,dones,de 80 a 84 anys,població,,22
1991,Catalunya,Àsia i Oceania,dones,85 anys o més,població,,11
1991,Catalunya,Àsia i Oceania,dones,total,població,,2787
1991,Catalunya,Àsia i Oceania,total,de 0 a 4 anys,població,,303
1991,Catalunya,Àsia i Oceania,total,de 5 a 9 anys,població,,357
1991,Catalunya,Àsia i Oceania,total,de 10 a 14 anys,població,,375
1991,Catalunya,Àsia i Oceania,total,de 15 a 19 anys,població,,301
