any,Catalunya,nacionalitat,sexe,edat quinquennal,concepte,estat,valor
2011,Catalunya,Amèrica del Nord i Central,dones,de 25 a 29 anys,població,,6886
2011,Catalunya,Amèrica del Nord i Central,dones,de 30 a 34 anys,població,,6949
2011,Catalunya,Amèrica del Nord i Central,dones,de 35 a 39 anys,població,,5390
2011,Catalunya,Amèrica del Nord i Central,dones,de 40 a 44 anys,població,,3725
2011,Catalunya,Amèrica del Nord i Central,dones,de 45 a 49 anys,població,,2377
2011,Catalunya,Amèrica del Nord i Central,dones,de 50 a 54 anys,població,,1441
2011,Catalunya,Amèrica del Nord i Central,dones,de 55 a 59 anys,població,,921
2011,Catalunya,Amèrica del Nord i Central,dones,de 60 a 64 anys,població,,710
2011,Catalunya,Amèrica del Nord i Central,dones,de 65 a 69 anys,població,,410
2011,Catalunya,Amèrica del Nord i Central,dones,de 70 a 74 anys,població,,283
2011,Catalunya,Amèrica del Nord i Central,dones,de 75 a 79 anys,població,,150
2011,Catalunya,Amèrica del Nord i Central,dones,de 80 a 84 anys,població,,93
2011,Catalunya,Amèrica del Nord i Central,dones,85 anys o més,població,,58
2011,Catalunya,Amèrica del Nord i Central,dones,total,població,,39436
2011,Catalunya,Amèrica del Nord i Central,total,de 0 a 4 anys,població,,2577
2011,Catalunya,Amèrica del Nord i Central,total,de 5 a 9 anys,població,,2321
2011,Catalunya,Amèrica del Nord i Central,total,de 10 a 14 anys,població,,3109
2011,Catalunya,Amèrica del Nord i Central,total,de 15 a 19 anys,població,,3748
2011,Catalunya,Amèrica del Nord i Central,total,de 20 a 24 anys,població,,6764
2011,Catalunya,Amèrica del Nord i Central,total,de 25 a 29 anys,població,,10763
2011,Catalunya,Amèrica del Nord i Central,total,de 30 a 34 anys,població,,11280
2011,Catalunya,Amèrica del Nord i Central,total,de 35 a 39 anys,població,,8977
2011,Catalunya,Amèrica del Nord i Central,total,de 40 a 44 anys,població,,6458
2011,Catalunya,Amèrica del Nord i Central,total,de 45 a 49 anys,població,,4220
2011,Catalunya,Amèrica del Nord i Central,total,de 50 a 54 anys,població,,2334
2011,Catalunya,Amèrica del Nord i Central,total,de 55 a 59 anys,població,,1428
2011,Catalunya,Amèrica del Nord i Central,total,de 60 a 64 anys,població,,1026
2011,Catalunya,Amèrica del Nord i Central,total,de 65 a 69 anys,població,,658
2011,Catalunya,Amèrica del Nord i Central,total,de 70 a 74 anys,població,,450
2011,Catalunya,Amèrica del Nord i Central,total,de 75 a 79 anys,població,,244
2011,Catalunya,Amèrica del Nord i Central,total,de 80 a 84 anys,població,,151
2011,Catalunya,Amèrica del Nord i Central,total,85 anys o més,població,,90
2011,Catalunya,Amèrica del Nord i Central,total,total,població,,66598
2011,Catalunya,Amèrica del Sud,homes,de 0 a 4 anys,població,,4325
2011,Catalunya,Amèrica del Sud,homes,de 5 a 9 anys,població,,3594
2011,Catalunya,Amèrica del Sud,homes,de 10 a 14 anys,població,,8677
2011,Catalunya,Amèrica del Sud,homes,de 15 a 19 anys,població,,9437
2011,Catalunya,Amèrica del Sud,homes,de 20 a 24 anys,població,,9861
2011,Catalunya,Amèrica del Sud,homes,de 25 a 29 anys,població,,16229
2011,Catalunya,Amèrica del Sud,homes,de 30 a 34 anys,població,,22236
2011,Catalunya,Amèrica del Sud,homes,de 35 a 39 anys,població,,18197
2011,Catalunya,Amèrica del Sud,homes,de 40 a 44 anys,població,,12714
2011,Catalunya,Amèrica del Sud,homes,de 45 a 49 anys,població,,8412
2011,Catalunya,Amèrica del Sud,homes,de 50 a 54 anys,població,,5288
2011,Catalunya,Amèrica del Sud,homes,de 55 a 59 anys,població,,2875
2011,Catalunya,Amèrica del Sud,homes,de 60 a 64 anys,població,,1601
2011,Catalunya,Amèrica del Sud,homes,de 65 a 69 anys,població,,786
2011,Catalunya,Amèrica del Sud,homes,de 70 a 74 anys,població,,460
2011,Catalunya,Amèrica del Sud,homes,de 75 a 79 anys,població,,292
2011,Catalunya,Amèrica del Sud,homes,de 80 a 84 anys,població,,166
2011,Catalunya,Amèrica del Sud,homes,85 anys o més,població,,84
2011,Catalunya,Amèrica del Sud,homes,total,població,,125233
2011,Catalunya,Amèrica del Sud,dones,de 0 a 4 anys,població,,4082
2011,Catalunya,Amèrica del Sud,dones,de 5 a 9 anys,població,,3631
2011,Catalunya,Amèrica del Sud,dones,de 10 a 14 anys,població,,8573
2011,Catalunya,Amèrica del Sud,dones,de 15 a 19 anys,població,,9095
2011,Catalunya,Amèrica del Sud,dones,de 20 a 24 anys,població,,11611
2011,Catalunya,Amèrica del Sud,dones,de 25 a 29 anys,població,,22282
2011,Catalunya,Amèrica del Sud,dones,de 30 a 34 anys,població,,27654
2011,Catalunya,Amèrica del Sud,dones,de 35 a 39 anys,població,,21062
2011,Catalunya,Amèrica del Sud,dones,de 40 a 44 anys,població,,14722
2011,Catalunya,Amèrica del Sud,dones,de 45 a 49 anys,població,,10750
2011,Catalunya,Amèrica del Sud,dones,de 50 a 54 anys,població,,7461
2011,Catalunya,Amèrica del Sud,dones,de 55 a 59 anys,població,,4556
2011,Catalunya,Amèrica del Sud,dones,de 60 a 64 anys,població,,2620
2011,Catalunya,Amèrica del Sud,dones,de 65 a 69 anys,població,,1628
2011,Catalunya,Amèrica del Sud,dones,de 70 a 74 anys,població,,983
2011,Catalunya,Amèrica del Sud,dones,de 75 a 79 anys,població,,593
2011,Catalunya,Amèrica del Sud,dones,de 80 a 84 anys,població,,370
2011,Catalunya,Amèrica del Sud,dones,85 anys o més,població,,252
2011,Catalunya,Amèrica del Sud,dones,total,població,,151925
2011,Catalunya,Amèrica del Sud,total,de 0 a 4 anys,població,,8407
2011,Catalunya,Amèrica del Sud,total,de 5 a 9 anys,població,,7225
2011,Catalunya,Amèrica del Sud,total,de 10 a 14 anys,població,,17250
2011,Catalunya,Amèrica del Sud,total,de 15 a 19 anys,població,,18532
2011,Catalunya,Amèrica del Sud,total,de 20 a 24 anys,població,,21472
2011,Catalunya,Amèrica del Sud,total,de 25 a 29 anys,població,,38510
2011,Catalunya,Amèrica del Sud,total,de 30 a 34 anys,població,,49890
2011,Catalunya,Amèrica del Sud,total,de 35 a 39 anys,població,,39259
2011,Catalunya,Amèrica del Sud,total,de 40 a 44 anys,població,,27436
2011,Catalunya,Amèrica del Sud,total,de 45 a 49 anys,població,,19163
2011,Catalunya,Amèrica del Sud,total,de 50 a 54 anys,població,,12749
2011,Catalunya,Amèrica del Sud,total,de 55 a 59 anys,població,,7430
2011,Catalunya,Amèrica del Sud,total,de 60 a 64 anys,població,,4221
2011,Catalunya,Amèrica del Sud,total,de 65 a 69 anys,població,,2414
2011,Catalunya,Amèrica del Sud,total,de 70 a 74 anys,població,,1443
2011,Catalunya,Amèrica del Sud,total,de 75 a 79 anys,població,,885
2011,Catalunya,Amèrica del Sud,total,de 80 a 84 anys,població,,536
2011,Catalunya,Amèrica del Sud,total,85 anys o més,població,,336
2011,Catalunya,Amèrica del Sud,total,total,població,,277158
2011,Catalunya,Àsia i Oceania,homes,de 0 a 4 anys,població,,5995
2011,Catalunya,Àsia i Oceania,homes,de 5 a 9 anys,població,,4050
2011,Catalunya,Àsia i Oceania,homes,de 10 a 14 anys,població,,3570
2011,Catalunya,Àsia i Oceania,homes,de 15 a 19 anys,població,,4818
2011,Catalunya,Àsia i Oceania,homes,de 20 a 24 anys,població,,7241
2011,Catalunya,Àsia i Oceania,homes,de 25 a 29 anys,població,,10490
2011,Catalunya,Àsia i Oceania,homes,de 30 a 34 anys,població,,12759
2011,Catalunya,Àsia i Oceania,homes,de 35 a 39 anys,població,,12080
2011,Catalunya,Àsia i Oceania,homes,de 40 a 44 anys,població,,9392
2011,Catalunya,Àsia i Oceania,homes,de 45 a 49 anys,població,,5922
2011,Catalunya,Àsia i Oceania,homes,de 50 a 54 anys,població,,3147
2011,Catalunya,Àsia i Oceania,homes,de 55 a 59 anys,població,,1493
2011,Catalunya,Àsia i Oceania,homes,de 60 a 64 anys,població,,555
2011,Catalunya,Àsia i Oceania,homes,de 65 a 69 anys,població,,315
2011,Catalunya,Àsia i Oceania,homes,de 70 a 74 anys,població,,208
2011,Catalunya,Àsia i Oceania,homes,de 75 a 79 anys,població,,112
2011,Catalunya,Àsia i Oceania,homes,de 80 a 84 anys,població,,40
2011,Catalunya,Àsia i Oceania,homes,85 anys o més,població,,29
2011,Catalunya,Àsia i Oceania,homes,total,població,,82217
2011,Catalunya,Àsia i Oceania,dones,de 0 a 4 anys,població,,5173
2011,Catalunya,Àsia i Oceania,dones,de 5 a 9 anys,població,,3237
2011,Catalunya,Àsia i Oceania,dones,de 10 a 14 anys,població,,2822
2011,Catalunya,Àsia i Oceania,dones,de 15 a 19 anys,població,,3300
2011,Catalunya,Àsia i Oceania,dones,de 20 a 24 anys,població,,4581
2011,Catalunya,Àsia i Oceania,dones,de 25 a 29 anys,població,,6180
2011,Catalunya,Àsia i Oceania,dones,de 30 a 34 anys,població,,6492
2011,Catalunya,Àsia i Oceania,dones,de 35 a 39 anys,població,,6119
2011,Catalunya,Àsia i Oceania,dones,de 40 a 44 anys,població,,5160
2011,Catalunya,Àsia i Oceania,dones,de 45 a 49 anys,població,,3657
2011,Catalunya,Àsia i Oceania,dones,de 50 a 54 anys,població,,1699
2011,Catalunya,Àsia i Oceania,dones,de 55 a 59 anys,població,,862
2011,Catalunya,Àsia i Oceania,dones,de 60 a 64 anys,població,,461
2011,Catalunya,Àsia i Oceania,dones,de 65 a 69 anys,població,,322
2011,Catalunya,Àsia i Oceania,dones,de 70 a 74 anys,població,,233
2011,Catalunya,Àsia i Oceania,dones,de 75 a 79 anys,població,,126
2011,Catalunya,Àsia i Oceania,dones,de 80 a 84 anys,població,,58
2011,Catalunya,Àsia i Oceania,dones,85 anys o més,població,,38
2011,Catalunya,Àsia i Oceania,dones,total,població,,50521
2011,Catalunya,Àsia i Oceania,total,de 0 a 4 anys,població,,11168
2011,Catalunya,Àsia i Oceania,total,de 5 a 9 anys,població,,7287
2011,Catalunya,Àsia i Oceania,total,de 10 a 14 anys,població,,6392
2011,Catalunya,Àsia i Oceania,total,de 15 a 19 anys,població,,8118
2011,Catalunya,Àsia i Oceania,total,de 20 a 24 anys,població,,11822
2011,Catalunya,Àsia i Oceania,total,de 25 a 29 anys,població,,16671
2011,Catalunya,Àsia i Oceania,total,de 30 a 34 anys,població,,19252
2011,Catalunya,Àsia i Oceania,total,de 35 a 39 anys,població,,18199
2011,Catalunya,Àsia i Oceania,total,de 40 a 44 anys,població,,14552
2011,Catalunya,Àsia i Oceania,total,de 45 a 49 anys,població,,9579
2011,Catalunya,Àsia i Oceania,total,de 50 a 54 anys,població,,4847
2011,Catalunya,Àsia i Oceania,total,de 55 a 59 anys,població,,2355
2011,Catalunya,Àsia i Oceania,total,de 60 a 64 anys,població,,1016
2011,Catalunya,Àsia i Oceania,total,de 65 a 69 anys,població,,637
2011,Catalunya,Àsia i Oceania,total,de 70 a 74 anys,població,,441
2011,Catalunya,Àsia i Oceania,total,de 75 a 79 anys,població,,238
2011,Catalunya,Àsia i Oceania,total,de 80 a 84 anys,població,,97
2011,Catalunya,Àsia i Oceania,total,85 anys o més,població,,67
2011,Catalunya,Àsia i Oceania,total,total,població,,132738
2011,Catalunya,total,homes,de 0 a 4 anys,població,,221754
2011,Catalunya,total,homes,de 5 a 9 anys,població,,206945
2011,Catalunya,total,homes,de 10 a 14 anys,població,,182637
2011,Catalunya,total,homes,de 15 a 19 anys,població,,175545
2011,Catalunya,total,homes,de 20 a 24 anys,població,,192176
2011,Catalunya,total,homes,de 25 a 29 anys,població,,245404
2011,Catalunya,total,homes,de 30 a 34 anys,població,,332968
2011,Catalunya,total,homes,de 35 a 39 anys,població,,358740
2011,Catalunya,total,homes,de 40 a 44 anys,població,,320817
2011,Catalunya,total,homes,de 45 a 49 anys,població,,285653
2011,Catalunya,total,homes,de 50 a 54 anys,població,,247153
2011,Catalunya,total,homes,de 55 a 59 anys,població,,212290
2011,Catalunya,total,homes,de 60 a 64 anys,població,,192380
2011,Catalunya,total,homes,de 65 a 69 anys,població,,163318
2011,Catalunya,total,homes,de 70 a 74 anys,població,,122927
2011,Catalunya,total,homes,de 75 a 79 anys,població,,117330
2011,Catalunya,total,homes,de 80 a 84 anys,població,,81393
2011,Catalunya,total,homes,85 anys o més,població,,58375
2011,Catalunya,total,homes,total,població,,3717804
2011,Catalunya,total,dones,de 0 a 4 anys,població,,206173
2011,Catalunya,total,dones,de 5 a 9 anys,població,,194273
2011,Catalunya,total,dones,de 10 a 14 anys,població,,171841
2011,Catalunya,total,dones,de 15 a 19 anys,població,,163312
2011,Catalunya,total,dones,de 20 a 24 anys,població,,186753
2011,Catalunya,total,dones,de 25 a 29 anys,població,,245218
2011,Catalunya,total,dones,de 30 a 34 anys,població,,314464
2011,Catalunya,total,dones,de 35 a 39 anys,població,,329499
2011,Catalunya,total,dones,de 40 a 44 anys,població,,297164
2011,Catalunya,total,dones,de 45 a 49 anys,població,,276105
2011,Catalunya,total,dones,de 50 a 54 anys,població,,252063
2011,Catalunya,total,dones,de 55 a 59 anys,població,,220851
2011,Catalunya,total,dones,de 60 a 64 anys,població,,206935
2011,Catalunya,total,dones,de 65 a 69 anys,població,,181361
2011,Catalunya,total,dones,de 70 a 74 anys,població,,143273
2011,Catalunya,total,dones,de 75 a 79 anys,població,,156064
2011,Catalunya,total,dones,de 80 a 84 anys,població,,127778
2011,Catalunya,total,dones,85 anys o més,població,,128912
2011,Catalunya,total,dones,total,població,,3802039
2011,Catalunya,total,total,de 0 a 4 anys,població,,427928
2011,Catalunya,total,total,de 5 a 9 anys,població,,401218
2011,Catalunya,total,total,de 10 a 14 anys,població,,354478
2011,Catalunya,total,total,de 15 a 19 anys,població,,338858
2011,Catalunya,total,total,de 20 a 24 anys,població,,378929
2011,Catalunya,total,total,de 25 a 29 anys,població,,490622
2011,Catalunya,total,total,de 30 a 34 anys,població,,647432
2011,Catalunya,total,total,de 35 a 39 anys,població,,688240
2011,Catalunya,total,total,de 40 a 44 anys,població,,617981
2011,Catalunya,total,total,de 45 a 49 anys,població,,561757
2011,Catalunya,total,total,de 50 a 54 anys,població,,499215
2011,Catalunya,total,total,de 55 a 59 anys,població,,433142
2011,Catalunya,total,total,de 60 a 64 anys,població,,399315
2011,Catalunya,total,total,de 65 a 69 anys,població,,344679
2011,Catalunya,total,total,de 70 a 74 anys,població,,266199
2011,Catalunya,total,total,de 75 a 79 anys,població,,273393
2011,Catalunya,total,total,de 80 a 84 anys,població,,209171
2011,Catalunya,total,total,85 anys o més,població,,187287
2011,Catalunya,total,total,total,població,,7519843
2021,Catalunya,espanyola,homes,de 0 a 4 anys,població,,132435
2021,Catalunya,espanyola,homes,de 5 a 9 anys,població,,166645
2021,Catalunya,espanyola,homes,de 10 a 14 anys,població,,194170
2021,Catalunya,espanyola,homes,de 15 a 19 anys,població,,181240
2021,Catalunya,espanyola,homes,de 20 a 24 anys,població,,161310
2021,Catalunya,espanyola,homes,de 25 a 29 anys,població,,153956
2021,Catalunya,espanyola,homes,de 30 a 34 anys,població,,159876
2021,Catalunya,espanyola,homes,de 35 a 39 anys,població,,191945
2021,Catalunya,espanyola,homes,de 40 a 44 anys,població,,257960
2021,Catalunya,espanyola,homes,de 45 a 49 anys,població,,276799
2021,Catalunya,espanyola,homes,de 50 a 54 anys,població,,253826
2021,Catalunya,espanyola,homes,de 55 a 59 anys,població,,231863
2021,Catalunya,espanyola,homes,de 60 a 64 anys,població,,204580
2021,Catalunya,espanyola,homes,de 65 a 69 anys,població,,173775
2021,Catalunya,espanyola,homes,de 70 a 74 anys,població,,154893
2021,Catalunya,espanyola,homes,de 75 a 79 anys,població,,119818
2021,Catalunya,espanyola,homes,de 80 a 84 anys,població,,80802
2021,Catalunya,espanyola,homes,85 anys o més,població,,81381
2021,Catalunya,espanyola,homes,total,població,,3177274
2021,Catalunya,espanyola,dones,de 0 a 4 anys,població,,126044
2021,Catalunya,espanyola,dones,de 5 a 9 anys,població,,156813
2021,Catalunya,espanyola,dones,de 10 a 14 anys,població,,182224
2021,Catalunya,espanyola,dones,de 15 a 19 anys,població,,172259
2021,Catalunya,espanyola,dones,de 20 a 24 anys,població,,151800
2021,Catalunya,espanyola,dones,de 25 a 29 anys,població,,147406
2021,Catalunya,espanyola,dones,de 30 a 34 anys,població,,155838
2021,Catalunya,espanyola,dones,de 35 a 39 anys,població,,192049
2021,Catalunya,espanyola,dones,de 40 a 44 anys,població,,256703
2021,Catalunya,espanyola,dones,de 45 a 49 anys,població,,271784
2021,Catalunya,espanyola,dones,de 50 a 54 anys,població,,253794
2021,Catalunya,espanyola,dones,de 55 a 59 anys,població,,240851
2021,Catalunya,espanyola,dones,de 60 a 64 anys,població,,222503
2021,Catalunya,espanyola,dones,de 65 a 69 anys,població,,195957
2021,Catalunya,espanyola,dones,de 70 a 74 anys,població,,183941
2021,Catalunya,espanyola,dones,de 75 a 79 anys,població,,152366
2021,Catalunya,espanyola,dones,de 80 a 84 anys,població,,116019
2021,Catalunya,espanyola,dones,85 anys o més,població,,163967
2021,Catalunya,espanyola,dones,total,població,,3342318
2021,Catalunya,espanyola,total,de 0 a 4 anys,població,,258479
2021,Catalunya,espanyola,total,de 5 a 9 anys,població,,323458
2021,Catalunya,espanyola,total,de 10 a 14 anys,població,,376394
2021,Catalunya,espanyola,total,de 15 a 19 anys,població,,353499
2021,Catalunya,espanyola,total,de 20 a 24 anys,població,,313110
2021,Catalunya,espanyola,total,de 25 a 29 anys,població,,301362
2021,Catalunya,espanyola,total,de 30 a 34 anys,població,,315714
2021,Catalunya,espanyola,total,de 35 a 39 anys,població,,383994
2021,Catalunya,espanyola,total,de 40 a 44 anys,població,,514663
2021,Catalunya,espanyola,total,de 45 a 49 anys,població,,548583
2021,Catalunya,espanyola,total,de 50 a 54 anys,població,,507620
2021,Catalunya,espanyola,total,de 55 a 59 anys,població,,472714
2021,Catalunya,espanyola,total,de 60 a 64 anys,població,,427083
2021,Catalunya,espanyola,total,de 65 a 69 anys,població,,369732
2021,Catalunya,espanyola,total,de 70 a 74 anys,població,,338834
2021,Catalunya,espanyola,total,de 75 a 79 anys,població,,272184
2021,Catalunya,espanyola,total,de 80 a 84 anys,població,,196821
2021,Catalunya,espanyola,total,85 anys o més,població,,245348
2021,Catalunya,espanyola,total,total,població,,6519592
2021,Catalunya,resta de la Unió Europea,homes,de 0 a 4 anys,població,,6120
2021,Catalunya,resta de la Unió Europea,homes,de 5 a 9 anys,població,,6155
2021,Catalunya,resta de la Unió Europea,homes,de 10 a 14 anys,població,,5753
2021,Catalunya,resta de la Unió Europea,homes,de 15 a 19 anys,població,,4979
2021,Catalunya,resta de la Unió Europea,homes,de 20 a 24 anys,població,,7074
2021,Catalunya,resta de la Unió Europea,homes,de 25 a 29 anys,població,,12796
2021,Catalunya,resta de la Unió Europea,homes,de 30 a 34 anys,població,,17613
2021,Catalunya,resta de la Unió Europea,homes,de 35 a 39 anys,població,,18234
2021,Catalunya,resta de la Unió Europea,homes,de 40 a 44 anys,població,,17884
2021,Catalunya,resta de la Unió Europea,homes,de 45 a 49 anys,població,,14892
2021,Catalunya,resta de la Unió Europea,homes,de 50 a 54 anys,població,,11686
2021,Catalunya,resta de la Unió Europea,homes,de 55 a 59 anys,població,,7802
2021,Catalunya,resta de la Unió Europea,homes,de 60 a 64 anys,població,,5291
2021,Catalunya,resta de la Unió Europea,homes,de 65 a 69 anys,població,,3646
2021,Catalunya,resta de la Unió Europea,homes,de 70 a 74 anys,població,,2492
2021,Catalunya,resta de la Unió Europea,homes,de 75 a 79 anys,població,,1609
2021,Catalunya,resta de la Unió Europea,homes,de 80 a 84 anys,població,,977
2021,Catalunya,resta de la Unió Europea,homes,85 anys o més,població,,552
2021,Catalunya,resta de la Unió Europea,homes,total,població,,145555
2021,Catalunya,resta de la Unió Europea,dones,de 0 a 4 anys,població,,5992
2021,Catalunya,resta de la Unió Europea,dones,de 5 a 9 anys,població,,6001
2021,Catalunya,resta de la Unió Europea,dones,de 10 a 14 anys,població,,5322
2021,Catalunya,resta de la Unió Europea,dones,de 15 a 19 anys,població,,4726
2021,Catalunya,resta de la Unió Europea,dones,de 20 a 24 anys,població,,7647
2021,Catalunya,resta de la Unió Europea,dones,de 25 a 29 anys,població,,14839
2021,Catalunya,resta de la Unió Europea,dones,de 30 a 34 anys,població,,19521
2021,Catalunya,resta de la Unió Europea,dones,de 35 a 39 anys,població,,18697
2021,Catalunya,resta de la Unió Europea,dones,de 40 a 44 anys,població,,16417
2021,Catalunya,resta de la Unió Europea,dones,de 45 a 49 anys,població,,12022
2021,Catalunya,resta de la Unió Europea,dones,de 50 a 54 anys,població,,9235
2021,Catalunya,resta de la Unió Europea,dones,de 55 a 59 anys,població,,6146
2021,Catalunya,resta de la Unió Europea,dones,de 60 a 64 anys,població,,4708
2021,Catalunya,resta de la Unió Europea,dones,de 65 a 69 anys,població,,3458
2021,Catalunya,resta de la Unió Europea,dones,de 70 a 74 anys,població,,2671
2021,Catalunya,resta de la Unió Europea,dones,de 75 a 79 anys,població,,1620
2021,Catalunya,resta de la Unió Europea,dones,de 80 a 84 anys,població,,1037
2021,Catalunya,resta de la Unió Europea,dones,85 anys o més,població,,770
2021,Catalunya,resta de la Unió Europea,dones,total,població,,140829
2021,Catalunya,resta de la Unió Europea,total,de 0 a 4 anys,població,,12112
2021,Catalunya,resta de la Unió Europea,total,de 5 a 9 anys,població,,12156
2021,Catalunya,resta de la Unió Europea,total,de 10 a 14 anys,població,,11075
2021,Catalunya,resta de la Unió Europea,total,de 15 a 19 anys,població,,9705
2021,Catalunya,resta de la Unió Europea,total,de 20 a 24 anys,població,,14721
2021,Catalunya,resta de la Unió Europea,total,de 25 a 29 anys,població,,27635
2021,Catalunya,resta de la Unió Europea,total,de 30 a 34 anys,població,,37134
2021,Catalunya,resta de la Unió Europea,total,de 35 a 39 anys,població,,36931
2021,Catalunya,resta de la Unió Europea,total,de 40 a 44 anys,població,,34301
2021,Catalunya,resta de la Unió Europea,total,de 45 a 49 anys,població,,26914
2021,Catalunya,resta de la Unió Europea,total,de 50 a 54 anys,població,,20921
2021,Catalunya,resta de la Unió Europea,total,de 55 a 59 anys,població,,13948
2021,Catalunya,resta de la Unió Europea,total,de 60 a 64 anys,població,,9999
2021,Catalunya,resta de la Unió Europea,total,de 65 a 69 anys,població,,7104
2021,Catalunya,resta de la Unió Europea,total,de 70 a 74 anys,població,,5163
2021,Catalunya,resta de la Unió Europea,total,de 75 a 79 anys,població,,3229
2021,Catalunya,resta de la Unió Europea,total,de 80 a 84 anys,població,,2014
2021,Catalunya,resta de la Unió Europea,total,85 anys o més,població,,1322
2021,Catalunya,resta de la Unió Europea,total,total,població,,286384
2021,Catalunya,resta d'Europa,homes,de 0 a 4 anys,població,,2157
2021,Catalunya,resta d'Europa,homes,de 5 a 9 anys,població,,2475
2021,Catalunya,resta d'Europa,homes,de 10 a 14 anys,població,,2331
2021,Catalunya,resta d'Europa,homes,de 15 a 19 anys,població,,1946
2021,Catalunya,resta d'Europa,homes,de 20 a 24 anys,població,,2605
2021,Catalunya,resta d'Europa,homes,de 25 a 29 anys,població,,4004
2021,Catalunya,resta d'Europa,homes,de 30 a 34 anys,població,,4547
2021,Catalunya,resta d'Europa,homes,de 35 a 39 anys,població,,4694
2021,Catalunya,resta d'Europa,homes,de 40 a 44 anys,població,,4755
2021,Catalunya,resta d'Europa,homes,de 45 a 49 anys,població,,4241
2021,Catalunya,resta d'Europa,homes,de 50 a 54 anys,població,,3740
2021,Catalunya,resta d'Europa,homes,de 55 a 59 anys,població,,2933
2021,Catalunya,resta d'Europa,homes,de 60 a 64 anys,població,,2167
2021,Catalunya,resta d'Europa,homes,de 65 a 69 anys,població,,1416
2021,Catalunya,resta d'Europa,homes,de 70 a 74 anys,població,,1069
2021,Catalunya,resta d'Europa,homes,de 75 a 79 anys,població,,575
2021,Catalunya,resta d'Europa,homes,de 80 a 84 anys,població,,314
2021,Catalunya,resta d'Europa,homes,85 anys o més,població,,185
2021,Catalunya,resta d'Europa,homes,total,població,,46154
2021,Catalunya,resta d'Europa,dones,de 0 a 4 anys,població,,2113
2021,Catalunya,resta d'Europa,dones,de 5 a 9 anys,població,,2215
2021,Catalunya,resta d'Europa,dones,de 10 a 14 anys,població,,2224
2021,Catalunya,resta d'Europa,dones,de 15 a 19 anys,població,,1832
2021,Catalunya,resta d'Europa,dones,de 20 a 24 anys,població,,3047
2021,Catalunya,resta d'Europa,dones,de 25 a 29 anys,població,,4866
2021,Catalunya,resta d'Europa,dones,de 30 a 34 anys,població,,6004
2021,Catalunya,resta d'Europa,dones,de 35 a 39 anys,població,,6593
2021,Catalunya,resta d'Europa,dones,de 40 a 44 anys,població,,5916
2021,Catalunya,resta d'Europa,dones,de 45 a 49 anys,població,,5020
2021,Catalunya,resta d'Europa,dones,de 50 a 54 anys,població,,3793
2021,Catalunya,resta d'Europa,dones,de 55 a 59 anys,població,,3390
2021,Catalunya,resta d'Europa,dones,de 60 a 64 anys,població,,2705
2021,Catalunya,resta d'Europa,dones,de 65 a 69 anys,població,,1971
2021,Catalunya,resta d'Europa,dones,de 70 a 74 anys,població,,1324
2021,Catalunya,resta d'Europa,dones,de 75 a 79 anys,població,,651
2021,Catalunya,resta d'Europa,dones,de 80 a 84 anys,població,,382
2021,Catalunya,resta d'Europa,dones,85 anys o més,població,,231
2021,Catalunya,resta d'Europa,dones,total,població,,54277
2021,Catalunya,resta d'Europa,total,de 0 a 4 anys,població,,4270
2021,Catalunya,resta d'Europa,total,de 5 a 9 anys,població,,4690
2021,Catalunya,resta d'Europa,total,de 10 a 14 anys,població,,4555
2021,Catalunya,resta d'Europa,total,de 15 a 19 anys,població,,3778
2021,Catalunya,resta d'Europa,total,de 20 a 24 anys,població,,5652
2021,Catalunya,resta d'Europa,total,de 25 a 29 anys,població,,8870
2021,Catalunya,resta d'Europa,total,de 30 a 34 anys,població,,10551
2021,Catalunya,resta d'Europa,total,de 35 a 39 anys,població,,11287
2021,Catalunya,resta d'Europa,total,de 40 a 44 anys,població,,10671
2021,Catalunya,resta d'Europa,total,de 45 a 49 anys,població,,9261
2021,Catalunya,resta d'Europa,total,de 50 a 54 anys,població,,7533
2021,Catalunya,resta d'Europa,total,de 55 a 59 anys,població,,6323
2021,Catalunya,resta d'Europa,total,de 60 a 64 anys,població,,4872
2021,Catalunya,resta d'Europa,total,de 65 a 69 anys,població,,3387
2021,Catalunya,resta d'Europa,total,de 70 a 74 anys,població,,2393
2021,Catalunya,resta d'Europa,total,de 75 a 79 anys,població,,1226
2021,Catalunya,resta d'Europa,total,de 80 a 84 anys,població,,696
2021,Catalunya,resta d'Europa,total,85 anys o més,població,,416
2021,Catalunya,resta d'Europa,total,total,població,,100431
2021,Catalunya,Àfrica,homes,de 0 a 4 anys,població,,14400
2021,Catalunya,Àfrica,homes,de 5 a 9 anys,població,,12099
2021,Catalunya,Àfrica,homes,de 10 a 14 anys,població,,8155
2021,Catalunya,Àfrica,homes,de 15 a 19 anys,població,,10939
2021,Catalunya,Àfrica,homes,de 20 a 24 anys,població,,13437
2021,Catalunya,Àfrica,homes,de 25 a 29 anys,població,,16731
2021,Catalunya,Àfrica,homes,de 30 a 34 anys,població,,18883
2021,Catalunya,Àfrica,homes,de 35 a 39 anys,població,,23215
2021,Catalunya,Àfrica,homes,de 40 a 44 anys,població,,25662
2021,Catalunya,Àfrica,homes,de 45 a 49 anys,població,,19186
2021,Catalunya,Àfrica,homes,de 50 a 54 anys,població,,12508
2021,Catalunya,Àfrica,homes,de 55 a 59 anys,població,,7017
2021,Catalunya,Àfrica,homes,de 60 a 64 anys,població,,4508
